Orthogroup	GCA_000008865.2	MG1655	Wolbachia	fragilis
OG0000972	BAB34320.1	AAC73907.1		QRP90533.1
OG0000973	BAB34338.1	AAC73922.1		QRP89699.1
OG0000974	BAB34350.1	AAC73934.1		QRP90712.1
OG0000975	BAB34354.1	AAC73938.1		QRP88579.1
OG0000976	BAB34363.2, BAB38592.2	AAC77150.2		
OG0000977	BAB34375.1	AAC73953.1		QRP87769.1
OG0000978	BAB34378.1	AAC73956.2	QQM01256.1	
OG0000979	BAB34380.1	AAC73958.1		QRP88972.1
OG0000980	BAB34381.1	AAC73959.1, AAC74474.1		
OG0000981	BAB34382.2	AAC73960.2		QRP90000.1
OG0000982	BAB34391.1	AAC73969.1	QQM01334.1	
OG0000983	BAB34400.1	AAC73978.1		QRP90403.1
OG0000984	BAB34408.1	AAC73988.1		QRP90833.1
OG0000985	BAB34413.1	AAC73993.1		QRP90305.1
OG0000986	BAB34414.1	AAC73994.1		QRP91311.1
OG0000987	BAB34416.1	AAC73996.1		QRP88653.1
OG0000988	BAB34421.1	AAC74001.1		QRP88922.1
OG0000989	BAB34424.1	AAC74004.1		QRP89933.1
OG0000990	BAB34433.1	AAC74013.1		QRP90297.1
OG0000991	BAB34436.1	AAC74016.1		QRP88423.1
OG0000992	BAB34437.1	AAC74017.1		QRP88887.1
OG0000993	BAB34443.1	AAC74023.1		QRP88971.1
OG0000994	BAB34448.1	AAC74027.1, AAC76179.1		
OG0000995	BAB34455.1	AAC74034.1		QRP87881.1
OG0000996	BAB34464.1	AAC74043.1		QRP90390.1
OG0000997	BAB34468.1	AAC74047.1		QRP89691.1
OG0000998	BAB34470.2	AAC74049.2		QRP88573.1
OG0000999	BAB34474.2	AAC74053.2		QRP91053.1
OG0001000	BAB34481.1, BAB35638.1, BAB36192.1			
OG0001001	BAB34486.1, BAB35186.1, BAB35634.1			
OG0001002	BAB34496.1, BAB35699.2	AYC08232.1		
OG0001003	BAB34499.1, BAB35371.1, BAB35696.1			
OG0001004	BAB34509.1, BAB35202.2, BAB35615.1			
OG0001005	BAB34524.1, BAB34528.1, BAB36159.1			
OG0001006	BAB34578.1	AAC74085.1		QRP88981.1
OG0001007	BAB34584.1, BAB35710.2, BAB36435.1			
OG0001008	BAB34622.1, BAB34674.1, BAB34980.1			
OG0001009	BAB34634.2, BAB34952.1, BAB36393.1			
OG0001010	BAB34676.2	AAC74092.2		QRP89948.1
OG0001011	BAB34684.1	AAC74100.1		QRP89147.1
OG0001012	BAB34696.1, BAB37128.1	AAC75887.2		
OG0001013	BAB34697.1, BAB37127.1	AAC75886.1		
OG0001014	BAB34726.1	AAC75673.1, AYC08171.1		
OG0001015	BAB34777.1, BAB37393.1	AAT48166.1		
OG0001016	BAB34783.1, BAB36470.1	AAC75216.1		
OG0001017	BAB34818.1	AAC73356.2, AAT48146.1		
OG0001018	BAB34856.1	AAC74139.1	QQM01258.1	
OG0001019	BAB34858.1	AAC74141.1	QQM01277.1	
OG0001020	BAB34870.1	AAC74153.1	QQM01158.1	
OG0001021	BAB34882.1	AAC74165.1		QRP90733.1
OG0001022	BAB34885.1	AAC74168.1	QQM01091.1	
OG0001023	BAB34887.1	AAC74170.1	QQM00687.1	
OG0001024	BAB34891.1	AAC74174.2	QQM01466.1	
OG0001025	BAB34898.1	AAC74181.1		QRP90568.1
OG0001026	BAB34899.1	AAC74182.1	QQM01347.1	
OG0001027	BAB34910.1	AAC74193.1		QRP90655.1
OG0001028	BAB34915.2	AAC74198.1		QRP89215.1
OG0001029	BAB34923.1	AAC74208.1		QRP89421.1
OG0001030	BAB34935.1, BAB35626.1, BBE29423.1			
OG0001031	BAB34947.1, BAB36924.1	AAC74632.2		
OG0001032	BAB34993.1	AAC74209.1		QRP89420.1
OG0001033	BAB34994.1	AAC74210.1		QRP89419.1
OG0001034	BAB34995.1	AAC74211.1		QRP90864.1
OG0001035	BAB35033.1, BAB35181.1	AAC74225.1		
OG0001036	BAB35076.1, BAB35252.1	AAC74339.1		
OG0001037	BAB35077.1, BAB35253.1	AAC74340.1		
OG0001038	BAB35087.1, BAB35460.2	AAC74516.1		
OG0001039	BAB35098.1	AAC74264.1		QRP88431.1
OG0001040	BAB35101.1	AAC74267.1		QRP91401.1
OG0001041	BAB35102.1	AAC74268.1		QRP91402.1
OG0001042	BAB35109.2	AAC74275.2		QRP90002.1
OG0001043	BAB35134.1	AAC74290.2		QRP87936.1
OG0001044	BAB35143.1	AAC74299.1		QRP91065.1
OG0001045	BAB35148.2, BAB37982.1	AAC74304.2		
OG0001046	BAB35150.1	AAC74306.1		QRP91173.1
OG0001047	BAB35159.1	AAC74316.2		QRP91373.1
OG0001048	BAB35165.1	AAC74324.1		QRP87464.1
OG0001049	BAB35172.1	AAC74331.1		QRP91302.1
OG0001050	BAB35173.1	AAC74332.1		QRP88856.1
OG0001051	BAB35183.1, BAB35708.1	AAC74648.1		
OG0001052	BAB35184.1, BAB35707.1	AAC74647.1		
OG0001053	BAB35195.1, BAB38265.1	AAC76899.1		
OG0001054	BAB35201.1, BAB35381.1, BAB35616.1			
OG0001055	BAB35255.1	AAC74342.1		QRP89476.1
OG0001056	BAB35256.1	AAC74343.1		QRP89482.1
OG0001057	BAB35257.2	AAC74344.3		QRP89478.1
OG0001058	BAB35259.1	AAC74346.1		QRP89481.1
OG0001059	BAB35276.1	AAC74362.1	QQM01307.1	
OG0001060	BAB35277.2	AAC74363.1	QQM00725.1	
OG0001061	BAB35278.2	AAC74364.2		QRP88429.1
OG0001062	BAB35281.1	AAC74367.1, AAC74562.2		
OG0001063	BAB35297.2	AAC74379.2	QQM01399.1	
OG0001064	BAB35300.1	AAC74382.1, AAC74467.2		
OG0001065	BAB35313.1	AAC74393.1, AAC77003.1		
OG0001066	BAB35314.1	AAC74394.1, AAC77002.1		
OG0001067	BAB35315.1	AAC74395.1		QRP88518.1
OG0001068	BAB35318.1	AAC74398.1		QRP89040.1
OG0001069	BAB35326.1	AAC74406.1		QRP89383.1
OG0001070	BAB35327.2	AAC74407.2		QRP89397.1
OG0001071	BAB35339.1	AAC74417.1		QRP88202.1
OG0001072	BAB35345.2, BAB38315.1	AAC74420.2		
OG0001073	BAB35351.1	AAC74426.1		QRP90946.1
OG0001074	BAB35423.1	AAC74460.1		QRP89021.1
OG0001075	BAB35425.1	AAC74462.1		QRP90764.1
OG0001076	BAB35462.1	AAC74517.2		QRP87498.1
OG0001077	BAB35466.1, BAB36957.1	AAC74521.1		
OG0001078	BAB35475.1	AAC74530.1		QRP88711.1
OG0001079	BAB35515.1	AAC74561.1		QRP88008.1
OG0001080	BAB35520.1	AAC74565.1		QRP87555.1
OG0001081	BAB35527.1	AAC73647.1, AAC74572.1		
OG0001082	BAB35536.1, BAB38696.1	AAC77270.1		
OG0001083	BAB35548.1	AAC74591.1		QRP88125.1
OG0001084	BAB35555.2	AAC74469.1, AAC74598.2		
OG0001085	BAB35563.1	AAC74606.2		QRP90388.1
OG0001086	BAB35571.1	AAC74612.1		QRP90600.1
OG0001087	BAB35694.1, BAB36178.1, BBE29411.1			
OG0001088	BAB35719.1, BAB36805.1	AAC74662.1		
OG0001089	BAB35721.2	AAC74664.2		QRP91484.1
OG0001090	BAB35724.1	AAC74667.1, AAC75458.1		
OG0001091	BAB35732.1	AAC74675.1		QRP90750.1
OG0001092	BAB35753.1	AAC74694.1		QRP91090.1
OG0001093	BAB35755.2	AAC74696.2		QRP89864.1
OG0001094	BAB35759.1	AAC74699.1		QRP89538.1
OG0001095	BAB35760.1	AAC74700.1		QRP89533.1
OG0001096	BAB35761.1	AAC74701.1		QRP89534.1
OG0001097	BAB35762.1	AAC74702.1		QRP89535.1
OG0001098	BAB35764.1	AAC74704.1		QRP89537.1
OG0001099	BAB35768.2	AAC74708.1		QRP88787.1
OG0001100	BAB35782.1	AAC74722.1		QRP88650.1
OG0001101	BAB35783.1	AAC74723.1		QRP90771.1
OG0001102	BAB35786.1	AAC74726.1	QQM00748.1	
OG0001103	BAB35795.1	AAT48136.1		QRP88337.1
OG0001104	BAB35806.1	AAC74746.1		QRP88052.1
OG0001105	BAB35809.1	AAC74749.1		QRP88167.1
OG0001106	BAB35811.1	AAC74751.1		QRP91455.1
OG0001107	BAB35812.1	AAC74752.1		QRP87771.1
OG0001108	BAB35813.2	AAC74753.2		QRP91456.1
OG0001109	BAB35818.1	AAC74758.1		QRP90661.1
OG0001110	BAB35824.1	AAC74764.1, AAC75282.1		
OG0001111	BAB35826.1	AAC74766.1		QRP91138.1
OG0001112	BAB35831.2	AAC74771.3		QRP88064.1
OG0001113	BAB35833.1	AAC74773.1	QQM00627.1	
OG0001114	BAB35840.1	AAC74780.1		QRP88545.1
OG0001115	BAB35847.1	AAC74787.1		QRP90575.1
OG0001116	BAB35850.1, BAB38358.1	AAC76987.1		
OG0001117	BAB35861.1	AAT48137.1		QRP90896.1
OG0001118	BAB35863.1, BAB38045.2	AAC74804.1		
OG0001119	BAB35869.1	AAC74810.1		QRP89162.1
OG0001120	BAB35882.1, BAB36958.1	AAC74823.1		
OG0001121	BAB35888.1	AAC74829.1		QRP89257.1
OG0001122	BAB35895.1	AAC74836.1		QRP88923.1
OG0001123	BAB35904.1	AAC74842.2		QRP88137.1
OG0001124	BAB35907.1	AAC74839.1, AAC74845.1		
OG0001125	BAB35910.1	AAC74848.1		QRP88850.1
OG0001126	BAB35924.2	AAC74862.2		QRP90866.1
OG0001127	BAB35936.2	AAC74874.1	QQM00508.1	
OG0001128	BAB35950.1, BAB38424.1	AAC74887.1		
OG0001129	BAB35951.1, BAB38423.1	AAC74888.1		
OG0001130	BAB35954.2	AAC74891.2		QRP90943.1
OG0001131	BAB35961.2	AAC74898.2		QRP88703.1
OG0001132	BAB35962.1	AAC74899.1		QRP90397.1
OG0001133	BAB35965.1	AAC74902.2		QRP90474.1
OG0001134	BAB35968.2	AAC74905.2		QRP88671.1
OG0001135	BAB35982.1	AAC74919.1		QRP89980.1
OG0001136	BAB35985.1	AAC74922.1		QRP90428.1
OG0001137	BAB35990.1	AAC74927.2	QQM01096.1	
OG0001138	BAB36000.2	AAC74937.2		QRP88881.1
OG0001139	BAB36007.2	AAC74944.2		QRP88777.1
OG0001140	BAB36021.1	AAC74958.2, UMR55122.1		
OG0001141	BAB36036.1	AAC74975.1		QRP89282.1
OG0001142	BAB36042.1, BAB36628.1	AAC75381.1		
OG0001143	BAB36073.1	AAC74979.1	QQM00746.1	
OG0001144	BAB36079.1	AAC74985.1	QQM00719.1	
OG0001145	BAB36082.2	AAC74987.1	QQM00718.1	
OG0001146	BAB36089.1	AAC74994.1		QRP89137.1
OG0001147	BAB36108.1, BAB37149.1	AAC75013.1		
OG0001148	BAB36201.1	AAC75045.1, AYC08214.1		
OG0001149	BAB36202.1	AAC75046.1		QRP89727.1
OG0001150	BAB36209.1	AAC75052.1		QRP89686.1
OG0001151	BAB36210.1	AAC75053.1		QRP89685.1
OG0001152	BAB36211.2	AAC75054.1		QRP89687.1
OG0001153	BAB36243.1	AAC75080.1		QRP89154.1
OG0001154	BAB36244.1	AAC75081.1		QRP89155.1
OG0001155	BAB36245.1	AAC75082.1		QRP89156.1
OG0001156	BAB36246.2	AAC75083.2		QRP89157.1
OG0001157	BAB36247.1	AAC75084.1		QRP89275.1
OG0001158	BAB36248.2	AAC75085.2		QRP89276.1
OG0001159	BAB36249.1	AAC75086.1		QRP89277.1
OG0001160	BAB36250.1	AAC75087.1		QRP89278.1
OG0001161	BAB36253.1	AAC75090.1		QRP90429.1
OG0001162	BAB36260.1, BAB36279.1	AAC75112.2		
OG0001163	BAB36266.1			QRP88732.1, QRP90986.1
OG0001164	BAB36275.1	AAC75108.1		QRP89379.1
OG0001165	BAB36283.1	AAC75116.1		QRP88018.1
OG0001166	BAB36287.1	AAC75120.1		QRP88731.1
OG0001167	BAB36295.1	AAC75126.1	QQM00659.1	
OG0001168	BAB36296.2	AAC75127.2		QRP89149.1
OG0001169	BAB36318.1, BAB37775.1	AAC77260.1		
OG0001170	BAB36320.1, BAB37773.1	AAC75155.1		
OG0001171	BAB36328.2	AAC75163.2		QRP89241.1
OG0001172	BAB36329.1	AAC75164.1		QRP89854.1
OG0001173	BAB36354.1, BBE29410.1	AYC08228.1		
OG0001174	BAB36448.2, BAB38485.1	AAD13463.1		
OG0001175	BAB36451.2, BAB37525.1	AAC76261.1		
OG0001176	BAB36456.1	AAC75202.1		QRP87600.1
OG0001177	BAB36457.1	AAC75203.1		QRP87601.1
OG0001178	BAB36462.2	AAC75208.2		QRP89723.1
OG0001179	BAB36464.1	AAC75210.1, AAC77048.1		
OG0001180	BAB36468.1	AAC75214.1		QRP88481.1
OG0001181	BAB36472.1	AAC75218.1		QRP90920.1
OG0001182	BAB36473.1	AAC75219.1		QRP90870.1
OG0001183	BAB36474.1	AAC75220.1		QRP90900.1
OG0001184	BAB36490.1	AAC75236.1		QRP91069.1
OG0001185	BAB36505.1	AAC75253.1		QRP88360.1
OG0001186	BAB36508.1	AAC75256.1	QQM00545.1	
OG0001187	BAB36509.1	AAC75257.1	QQM01125.1	
OG0001188	BAB36511.1	AAC75259.1	QQM00626.1	
OG0001189	BAB36512.1	AAC75260.1	QQM01223.1	
OG0001190	BAB36513.1	AAC75261.2	QQM00683.1	
OG0001191	BAB36520.1	AAC75268.1		QRP88209.1
OG0001192	BAB36526.1	AAC75274.1		QRP90944.1
OG0001193	BAB36538.1	AAC75292.1	QQM00636.1	
OG0001194	BAB36564.2	AAC75313.4		QRP90777.1
OG0001195	BAB36565.1	AAC75314.1		QRP90940.1
OG0001196	BAB36571.1	AAC75320.1		QRP90848.1
OG0001197	BAB36572.1	AAC75321.1		QRP90849.1
OG0001198	BAB36573.1	AAC75322.1		QRP90850.1
OG0001199	BAB36575.1	AAC75324.1		QRP90852.1
OG0001200	BAB36579.2	AAC75328.2		QRP91042.1
OG0001201	BAB36590.2	AAC75343.2	QQM00485.1	
OG0001202	BAB36591.1	AAC75344.1	QQM01128.1	
OG0001203	BAB36592.1	AAC75345.1	QQM00942.1	
OG0001204	BAB36599.1	AAC75352.1		QRP90774.1
OG0001205	BAB36600.1	AAC75353.2		QRP88590.1
OG0001206	BAB36603.1	AAC75356.1		QRP87596.1
OG0001207	BAB36605.2	AAC75358.2		QRP90967.1
OG0001208	BAB36618.1	AAC75371.1	QQM00795.1	
OG0001209	BAB36627.1	AAC75380.1		QRP87809.1
OG0001210	BAB36631.2	AAC75384.2		QRP87885.1
OG0001211	BAB36636.1	AAC75389.1		QRP88610.1
OG0001212	BAB36647.1	AAC74477.1, AAC75401.1		
OG0001213	BAB36655.1			QRP87696.1, QRP91180.1
OG0001214	BAB36666.1			QRP87998.1, QRP89012.1
OG0001215	BAB36677.1	AAC75430.2, AAC75433.1		
OG0001216	BAB36682.1	AAC75438.1		QRP88491.1
OG0001217	BAB36686.1	AAC75442.1, AAC75469.1		
OG0001218	BAB36694.1	AAC75451.1		QRP89567.1
OG0001219	BAB36699.1, BAB38606.1	AAC74514.3		
OG0001220	BAB36711.1		QQM01447.1	QRP89590.1
OG0001221	BAB36721.1	AAC75480.1, AAC77050.2		
OG0001222	BAB36722.1	AAC75481.1		QRP87650.1
OG0001223	BAB36725.2	AAC75484.2		QRP89939.1
OG0001224	BAB36729.1	AAC75488.1		QRP88582.1
OG0001225	BAB36730.1	AAC75489.1	QQM01317.1	
OG0001226	BAB36743.1	AAC75511.1		QRP87597.1
OG0001227	BAB36756.1	AAC75524.1		QRP88792.1
OG0001228	BAB36769.1	AAC75537.1	QQM01007.1	
OG0001229	BAB36771.2	AAC75539.1	QQM01235.1	
OG0001230	BAB36779.1	AAC75547.1	QQM00868.1	
OG0001231	BAB36782.1	AAC75550.1		QRP90001.1
OG0001232	BAB36783.2	AAC75551.2		QRP88079.1
OG0001233	BAB36784.1	AAC75552.1	QQM01171.1	
OG0001234	BAB36786.1	AAC75554.1		QRP89485.1
OG0001235	BAB36794.1	AAC75562.1		QRP88437.1
OG0001236	BAB36802.1	AAC75570.1		QRP91012.1
OG0001237	BAB36808.1	AAC75572.1		QRP90812.1
OG0001238	BAB36809.1	AAC75573.1		QRP90811.1
OG0001239	BAB36813.1	AAC75577.1	QQM00666.1	
OG0001240	BAB36814.1	AAC75578.1	QQM01033.1	
OG0001241	BAB36815.1	AAC75579.1	QQM01071.1	
OG0001242	BAB36816.1	AAC75580.1	QQM01457.1	
OG0001243	BAB36817.1	AAC75581.1	QQM01070.1	
OG0001244	BAB36818.1	AAC75582.1	QQM01069.1	
OG0001245	BAB36819.2	AAT48142.1	QQM01143.1	
OG0001246	BAB36838.2	AAC75602.2		QRP91140.1
OG0001247	BAB36841.1	AAC75605.1		QRP90307.1
OG0001248	BAB36850.2, BAB37335.1	AAC75614.2		
OG0001249	BAB36852.1	AAC75616.1	QQM01005.1	
OG0001250	BAB36854.1	AAC75618.1		QRP87751.1
OG0001251	BAB36862.1	AAC75626.1		QRP88668.1
OG0001252	BAB36863.1	AAC75627.1		QRP87934.1
OG0001253	BAB36864.2	AAC75628.2		QRP89814.1
OG0001254	BAB36873.2	AAC75637.1		QRP88032.1
OG0001255	BAB36879.1	AAC75642.1		QRP90977.1
OG0001256	BAB36885.1	AAC75648.1		QRP88492.1
OG0001257	BAB36886.1	AAC75649.1		QRP88489.1
OG0001258	BAB36898.2	AAT48144.3	QQM00797.1	
OG0001259	BAB36901.1	AAT48145.1		QRP89309.1
OG0001260	BAB36904.2	AAC75668.1	QQM01193.1	
OG0001261	BAB36949.1	AAC75712.1		QRP89701.1
OG0001262	BAB36953.1, BAB38011.2	AAC75716.1		
OG0001263	BAB36963.1	AAC75724.1		QRP89017.1
OG0001264	BAB36964.1	AAC75725.1		QRP89018.1
OG0001265	BAB36965.1	AAC75726.1		QRP89019.1
OG0001266	BAB36966.1		QQM00555.1	QRP90813.1
OG0001267	BAB36980.1	AAC75742.1		QRP89694.1
OG0001268	BAB36990.1	AAC75753.1		QRP87522.1
OG0001269	BAB36994.1	AAC76745.1, AAT48150.1		
OG0001270	BAB36995.1	AAC75758.1, AAC76744.1		
OG0001271	BAB37011.1	AAC75774.1		QRP89249.1
OG0001272	BAB37024.1	AAC75789.1		QRP88473.1
OG0001273	BAB37027.1	AAC75792.1		QRP90594.1
OG0001274	BAB37028.1	AAC75793.1		QRP90592.1
OG0001275	BAB37029.1	AAC75794.1		QRP90593.1
OG0001276	BAB37038.2	AAC75803.1		QRP89580.1
OG0001277	BAB37056.1	AAC75819.1		QRP88783.1
OG0001278	BAB37064.1	AAC75823.1		QRP91038.1
OG0001279	BAB37065.1	AAC75824.1		QRP91571.1
OG0001280	BAB37067.1	AAC75826.1		QRP89983.1
OG0001281	BAB37068.2	AAC75827.1		QRP89589.1
OG0001282	BAB37070.1	AAC75829.1, AAC75830.1		
OG0001283	BAB37074.1	AAC75833.1		QRP88332.1
OG0001284	BAB37077.1	AAC75836.1		QRP90758.1
OG0001285	BAB37082.2	AAC75841.2		QRP87780.1
OG0001286	BAB37084.1	AAC75843.1		QRP87777.1
OG0001287	BAB37085.1	AAC75844.1		QRP87781.1
OG0001288	BAB37086.2, BAB37776.1	AAC75845.2		
OG0001289	BAB37095.1	AAC75854.1		QRP87632.1
OG0001290	BAB37107.1	AAC75866.1		QRP88665.1
OG0001291	BAB37110.1	AAC75869.1	QQM01246.1	
OG0001292	BAB37112.1	AAC75871.1	QQM00512.1	
OG0001293	BAB37118.1	AAC75877.1		QRP89281.1
OG0001294	BAB37123.1	AAC75882.1		QRP87895.1
OG0001295	BAB37179.2	AAC75921.1		QRP88300.1
OG0001296	BAB37193.1	AAC75936.1	QQM00602.1	
OG0001297	BAB37194.1	AAC75937.1		QRP88706.1
OG0001298	BAB37197.1	AAC75941.1		QRP90298.1
OG0001299	BAB37198.1	AAC75942.1		QRP88148.1
OG0001300	BAB37200.1	AAC75944.1	QQM00498.1	
OG0001301	BAB37202.1	AAC75946.1		QRP88151.1
OG0001302	BAB37208.1	AAC75951.1		QRP88714.1
OG0001303	BAB37210.1	AAC75954.1		QRP88603.1
OG0001304	BAB37211.1	AAC75955.1		QRP91261.1
OG0001305	BAB37213.1	AAC75957.1		QRP87930.1
OG0001306	BAB37218.1	AAC75961.1		QRP87485.1
OG0001307	BAB37230.1, BAB38364.1	AAT48154.1		
OG0001308	BAB37234.2	AAC75973.2		QRP90825.1
OG0001309	BAB37237.1	AAC75975.1		QRP87794.1
OG0001310	BAB37246.1	AAC75984.1	QQM00611.1	
OG0001311	BAB37247.1	AAC75985.2		QRP90276.1
OG0001312	BAB37248.1	AAC75986.1	QQM00469.1	
OG0001313	BAB37249.2	AAC75988.1		QRP89338.1
OG0001314	BAB37251.1	AAC75989.1	QQM00450.1	
OG0001315	BAB37253.1	AAC75991.1		QRP87956.1
OG0001316	BAB37254.1	AAC75992.1		QRP88559.1
OG0001317	BAB37256.1	AAC75994.1		QRP88231.1
OG0001318	BAB37259.1	AAC75997.1	QQM01222.1	
OG0001319	BAB37260.1	AAC75998.1		QRP90690.1
OG0001320	BAB37308.1	AAC76037.1		QRP91229.1
OG0001321	BAB37315.1	AAC76044.1	QQM01089.1	
OG0001322	BAB37317.2	AAC76047.1		QRP89483.1
OG0001323	BAB37323.1	AAT48161.1		QRP89216.1
OG0001324	BAB37356.1	AAC76087.1		QRP91154.1
OG0001325	BAB37362.1	AAC76092.1		QRP88748.1
OG0001326	BAB37363.1	AAC76093.1		QRP87910.1
OG0001327	BAB37364.2	AAC76094.2		QRP88575.1
OG0001328	BAB37365.1	AAC76095.1	QQM01185.1	
OG0001329	BAB37371.1	AAC76101.1		QRP88244.1
OG0001330	BAB37385.1	AAC76115.1		QRP88912.1
OG0001331	BAB37388.1	AAC76118.1		QRP88377.1
OG0001332	BAB37391.1	AAC76121.1		QRP89510.1
OG0001333	BAB37397.1	AAC76127.1		QRP89826.1
OG0001334	BAB37409.1	AAC76139.1		QRP89164.1
OG0001335	BAB37413.1	AAT48167.1		QRP88630.1
OG0001336	BAB37426.2	AAC75778.1, AAC76159.3		
OG0001337	BAB37440.1	AAC76171.1		QRP89051.1
OG0001338	BAB37444.2	AAC76177.1, AAC76247.1		
OG0001339	BAB37445.1	AAC76178.1, AAC76248.1		
OG0001340	BAB37450.1	AAC76180.1		QRP87467.1
OG0001341	BAB37454.1	AAC76184.1	QQM00610.1	
OG0001342	BAB37462.1	AAC76192.1		QRP91467.1
OG0001343	BAB37470.1	AAC76200.1		QRP87909.1
OG0001344	BAB37471.1	AAC76201.1		QRP88054.1
OG0001345	BAB37474.2	AAC76204.4		QRP87776.1
OG0001346	BAB37479.2	AAC76209.2		QRP87622.1
OG0001347	BAB37481.1	AAC76211.1	QQM00411.1	
OG0001348	BAB37484.1	AAC76214.1		QRP87931.1
OG0001349	BAB37498.1	AAC76228.1		QRP87994.1
OG0001350	BAB37499.1	AAC76229.1		QRP87849.1
OG0001351	BAB37500.1	AAC76230.1		QRP89068.1
OG0001352	BAB37503.1	AAC76233.1		QRP88363.1
OG0001353	BAB37504.1	AAC76234.1		QRP88150.1
OG0001354	BAB37510.1	AAC76240.1		QRP90391.1
OG0001355	BAB37511.2	AAC76241.2	QQM01359.1	
OG0001356	BAB37513.1	AAC76243.1		QRP91098.1
OG0001357	BAB37516.1	AAC76252.1	QQM00532.1	
OG0001358	BAB37517.1	AAC76253.1		QRP90555.1
OG0001359	BAB37540.1	AAC76276.1	QQM01145.1	
OG0001360	BAB37542.1	AAC76279.2		QRP90692.1
OG0001361	BAB37554.1	AAC76291.1		QRP90632.1
OG0001362	BAB37570.1	AAC76306.1		QRP91159.1
OG0001363	BAB37571.1	AAC76307.1		QRP88528.1
OG0001364	BAB37578.1	AAC76315.1		QRP91196.1
OG0001365	BAB37579.1	AAC76316.1		QRP91113.1
OG0001366	BAB37590.1	AAC76327.1		QRP88283.1
OG0001367	BAB37612.1	AAC76361.1	QQM01343.1	
OG0001368	BAB37623.1	AAC76374.1		QRP88632.1
OG0001369	BAB37631.1	AAC76382.1		QRP91046.1
OG0001370	BAB37634.1	AAC76385.1		QRP89480.1
OG0001371	BAB37642.1	AAC76393.1		QRP89657.1
OG0001372	BAB37654.1	AAC76414.1		QRP91305.1
OG0001373	BAB37661.2	AAC76421.2		QRP89931.1
OG0001374	BAB37665.1	AAC76425.1		QRP90931.1
OG0001375	BAB37668.1	AAC76428.1		QRP88078.1
OG0001376	BAB37674.2	AAC76434.1		QRP90809.1
OG0001377	BAB37677.2	AAC76438.2		QRP88124.1
OG0001378	BAB37678.2	AAC76437.1	QQM00999.1	
OG0001379	BAB37679.1	AAC76439.1	QQM01475.1	
OG0001380	BAB37681.1	AAC76441.1		QRP88577.1
OG0001381	BAB37687.1	AAC76446.1		QRP89429.1
OG0001382	BAB37689.1, BAB38230.2	AAD13446.2		
OG0001383	BAB37691.1	AAC76450.1		QRP87584.1
OG0001384	BAB37699.1	AAC76456.1		QRP89087.1
OG0001385	BAB37709.2	AAC76462.2, AAC77225.1		
OG0001386	BAB37710.1	AAC77221.1, AAT48184.1		
OG0001387	BAB37713.1	AAC76466.1		QRP91391.1
OG0001388	BAB37718.1	AAC76474.1		QRP91471.1
OG0001389	BAB37733.1	AAC76486.1	QQM01201.1	
OG0001390	BAB37734.1	AAC76487.1		QRP87912.1
OG0001391	BAB37741.1	AAC76494.1		QRP90869.1
OG0001392	BAB37765.1	AAC76500.1		QRP90686.1
OG0001393	BAB37784.1, BAB37785.1	AAC76513.1		
OG0001394	BAB37786.2	AAC76516.4		QRP89841.1
OG0001395	BAB37788.1	AAC76023.1, AAC76518.1		
OG0001396	BAB37798.1	AAC76528.1, AYC08235.1		
OG0001397	BAB37811.2	AAC76533.1		QRP88853.1
OG0001398	BAB37818.1	AAC73665.1, AAC76540.1		
OG0001399	BAB37821.1	AAC76543.1		QRP89845.1
OG0001400	BAB37826.1	AAC76548.1	QQM00491.1	
OG0001401	BAB37849.1, BAB38697.2	AAC77271.2		
OG0001402	BAB37850.1, BAB38088.1, BAB38089.1			
OG0001403	BAB37857.1	AAC76573.1		QRP88503.1
OG0001404	BAB37861.2	AAC76577.2		QRP90404.1
OG0001405	BAB37865.1	AAC76583.1	QQM00480.1	
OG0001406	BAB37866.1	AAC76584.1	QQM00481.1	
OG0001407	BAB37870.1	AAC76588.1		QRP89852.1
OG0001408	BAB37871.1	AAC76589.1		QRP89851.1
OG0001409	BAB37875.1	AAC76593.1		QRP90517.1
OG0001410	BAB37892.1	AAC76616.1	QQM01197.1	
OG0001411	BAB37905.1	AAC76628.1		QRP88493.1
OG0001412	BAB37908.1	AAC76631.1		QRP87880.1
OG0001413	BAB37910.1	AAC76633.1	QQM00437.1	
OG0001414	BAB37911.1	AAC76634.1	QQM00963.1	
OG0001415	BAB37920.1	AAC76643.1		QRP90791.1
OG0001416	BAB37929.1	AAC76655.1		QRP89355.1
OG0001417	BAB37931.1	AAC76657.1		QRP88241.1
OG0001418	BAB37933.1	AAC76659.1	QQM01479.1	
OG0001419	BAB37936.2	AAC76662.2		QRP87592.1
OG0001420	BAB37937.2	AAC76663.2		QRP89308.1
OG0001421	BAB37942.1	AAC76668.1		QRP88690.1
OG0001422	BAB37947.1	AAC76673.1	QQM01383.1	
OG0001423	BAB37948.1	AAC76674.1		QRP91285.1
OG0001424	BAB37953.1	AAC76678.1		QRP88795.1
OG0001425	BAB37955.1	AAC76680.1		QRP90828.1
OG0001426	BAB38014.1, BAB38717.2	AAC77289.3		
OG0001427	BAB38047.1	AAC73824.1, AAC76707.1		
OG0001428	BAB38055.1	AAC76720.1		QRP87826.1
OG0001429	BAB38074.1	AAC76687.2, AAC76737.1		
OG0001430	BAB38083.1	AAC76747.1		QRP89392.1
OG0001431	BAB38100.1	AAC76758.1	QQM00872.1	
